UNITID,XBAREVCT,BAREVCT,XBAEXCLU,BAEXCLU,XBAAC150,BAAC150,XBANC100,BANC100,XBAGR100,BAGR100,XBANC150,BANC150,XBAGR150,BAGR150,XBAAEXCL,BAAEXCL,XBAAC200,BAAC200,XBANC20A,BANC200A,XBASTEND,BASTEND,XBANC200,BANC200,XBAGR200,BAGR200,XL4REVCT,L4REVCT,XL4EXCLU,L4EXCLU,XL4AC150,L4AC150,XL4NC100,L4NC100,XL4GR100,L4GR100,XL4NC150,L4NC150,XL4GR150,L4GR150,XL4AEXCL,L4AEXCL,XL4AC200,L4AC200,XL4NC20A,L4NC200A,XL4STEND,L4STEND,XL4NC200,L4NC200,XL4GR200,L4GR200 
482538,"R",23,"R",0,"R",23,"R",1,"R",4,"R",5,"R",22,"Z",0,"R",23,"R",0,"Z",0,"R",5,"R",22,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
482547,"R",7,"R",0,"R",7,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",7,"R",0,"Z",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
482556,"R",85,"R",0,"R",85,"R",15,"R",18,"R",20,"R",24,"R",0,"R",85,"R",3,"R",0,"R",23,"R",27,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
482565,"R",14,"R",1,"R",13,"R",1,"R",8,"R",2,"R",15,"Z",0,"R",13,"R",0,"Z",0,"R",2,"R",15,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
482574,"R",99,"R",0,"R",99,"R",33,"R",33,"R",34,"R",34,"R",0,"R",99,"R",0,"R",1,"R",34,"R",34,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
482608,"R",54,"R",0,"R",54,"R",8,"R",15,"R",9,"R",17,"Z",0,"R",54,"R",0,"Z",0,"R",9,"R",17,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
482617,"R",3,"R",0,"R",3,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",3,"R",0,"Z",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
482635,"R",65,"R",1,"R",64,"R",10,"R",16,"R",12,"R",19,"R",0,"R",64,"R",1,"R",0,"R",13,"R",20,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
482653,"R",27,"R",0,"R",27,"R",4,"R",15,"R",4,"R",15,"Z",0,"R",27,"R",0,"Z",0,"R",4,"R",15,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
482680,"R",1083,"R",1,"R",1082,"R",376,"R",35,"R",631,"R",58,"R",0,"R",1082,"R",28,"R",11,"R",659,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
482963,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",188,"R",0,"R",188,"R",76,"R",40,"R",95,"R",51,"Z",0,"R",188,"R",0,"Z",0,"R",95,"R",51
482981,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",46,"R",0,"R",46,"R",1,"R",2,"R",26,"R",57,"R",0,"R",46,"R",1,"R",0,"R",27,"R",59
482990,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",108,"R",0,"R",108,"R",85,"R",79,"R",85,"R",79,"Z",0,"R",108,"R",0,"Z",0,"R",85,"R",79
483009,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",149,"R",0,"R",149,"R",61,"R",41,"R",109,"R",73,"Z",0,"R",149,"R",0,"Z",0,"R",109,"R",73
483018,"R",86,"R",0,"R",86,"R",53,"R",62,"R",67,"R",78,"Z",0,"R",86,"R",0,"Z",0,"R",67,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
483045,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",551,"R",0,"R",551,"R",106,"R",19,"R",193,"R",35,"R",0,"R",551,"R",58,"R",40,"R",251,"R",46
483054,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",44,"R",0,"R",44,"R",0,"R",0,"R",30,"R",68,"R",0,"R",44,"R",1,"R",0,"R",31,"R",70
483106,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",46,"R",1,"R",45,"R",28,"R",62,"R",39,"R",87,"Z",0,"R",45,"R",0,"Z",0,"R",39,"R",87
483124,"R",63,"R",0,"R",63,"R",8,"R",13,"R",14,"R",22,"R",0,"R",63,"R",2,"R",1,"R",16,"R",25,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
483212,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",602,"R",0,"R",602,"R",46,"R",8,"R",83,"R",14,"R",0,"R",602,"R",18,"R",16,"R",101,"R",17
483230,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",33,"R",0,"R",33,"R",30,"R",91,"R",32,"R",97,"Z",0,"R",33,"R",0,"Z",0,"R",32,"R",97
483258,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",28,"R",0,"R",28,"R",2,"R",7,"R",12,"R",43,"Z",0,"R",28,"R",0,"Z",0,"R",12,"R",43
483276,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",49,"R",1,"R",48,"R",10,"R",21,"R",38,"R",79,"Z",0,"R",48,"R",0,"Z",0,"R",38,"R",79
483328,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",40,"R",0,"R",40,"R",2,"R",5,"R",29,"R",73,"Z",0,"R",40,"R",0,"Z",0,"R",29,"R",73
483337,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",52,"R",0,"R",52,"R",1,"R",2,"R",36,"R",69,"Z",0,"R",52,"R",0,"R",0,"R",36,"R",69
483346,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6,"R",0,"R",6,"R",0,"R",0,"R",5,"R",83,"Z",0,"R",6,"R",0,"Z",0,"R",5,"R",83
483355,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",48,"R",0,"R",48,"R",30,"R",63,"R",30,"R",63,"Z",0,"R",48,"R",0,"Z",0,"R",30,"R",63
483364,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",50,"R",0,"R",50,"R",36,"R",72,"R",36,"R",72,"Z",0,"R",50,"R",0,"Z",0,"R",36,"R",72
483382,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",158,"R",0,"R",158,"R",139,"R",88,"R",143,"R",91,"Z",0,"R",158,"R",0,"Z",0,"R",143,"R",91
483425,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6,"R",0,"R",6,"R",3,"R",50,"R",5,"R",83,"Z",0,"R",6,"R",0,"Z",0,"R",5,"R",83
483443,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",212,"R",0,"R",212,"R",195,"R",92,"R",195,"R",92,"Z",0,"R",212,"R",0,"Z",0,"R",195,"R",92
483470,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",81,"R",0,"R",81,"R",71,"R",88,"R",71,"R",88,"Z",0,"R",81,"R",0,"Z",0,"R",71,"R",88
483504,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",70,"R",0,"R",70,"R",16,"R",23,"R",21,"R",30,"R",0,"R",70,"R",6,"R",0,"R",27,"R",39
483513,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",47,"R",0,"R",47,"R",6,"R",13,"R",21,"R",45,"Z",0,"R",47,"R",0,"Z",0,"R",21,"R",45
483559,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",46,"R",0,"R",46,"R",8,"R",17,"R",22,"R",48,"R",0,"R",46,"R",2,"R",0,"R",24,"R",52
483577,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4,"R",0,"R",4,"R",3,"R",75,"R",3,"R",75,"Z",0,"R",4,"R",0,"Z",0,"R",3,"R",75
483647,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",14,"R",0,"R",14,"R",5,"R",36,"R",7,"R",50,"R",0,"R",14,"R",0,"R",0,"R",7,"R",50
483708,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",87,"R",0,"R",87,"R",75,"R",86,"R",75,"R",86,"R",0,"R",87,"R",0,"R",0,"R",75,"R",86
483726,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6,"R",0,"R",6,"R",3,"R",50,"R",3,"R",50,"Z",0,"R",6,"R",0,"Z",0,"R",3,"R",50
483735,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",19,"R",0,"R",19,"R",10,"R",53,"R",14,"R",74,"Z",0,"R",19,"R",0,"Z",0,"R",14,"R",74
483744,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",9,"R",1,"R",8,"R",2,"R",25,"R",7,"R",88,"Z",0,"R",8,"R",0,"Z",0,"R",7,"R",88
483753,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",35,"R",0,"R",35,"R",21,"R",60,"R",21,"R",60,"Z",0,"R",35,"R",0,"Z",0,"R",21,"R",60
483799,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",13,"R",0,"R",13,"R",2,"R",15,"R",8,"R",62,"Z",0,"R",13,"R",0,"Z",0,"R",8,"R",62
483814,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",83,"R",0,"R",83,"R",48,"R",58,"R",63,"R",76,"Z",0,"R",83,"R",0,"Z",0,"R",63,"R",76
483823,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",612,"R",1,"R",611,"R",400,"R",65,"R",400,"R",65,"Z",0,"R",611,"R",0,"Z",0,"R",400,"R",65
483841,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",249,"R",0,"R",249,"R",237,"R",95,"R",238,"R",96,"Z",0,"R",249,"R",0,"Z",0,"R",238,"R",96
483850,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",26,"R",0,"R",26,"R",2,"R",8,"R",18,"R",69,"R",0,"R",26,"R",3,"R",2,"R",21,"R",81
483869,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",58,"R",0,"R",58,"R",51,"R",88,"R",54,"R",93,"Z",0,"R",58,"R",0,"Z",0,"R",54,"R",93
483878,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",70,"R",1,"R",69,"R",10,"R",14,"R",39,"R",57,"R",0,"R",69,"R",10,"R",1,"R",49,"R",71
483887,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",19,"R",0,"R",19,"R",8,"R",42,"R",17,"R",89,"Z",0,"R",19,"R",0,"Z",0,"R",17,"R",89
483911,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15,"R",0,"R",15,"R",2,"R",13,"R",9,"R",60,"Z",0,"R",15,"R",1,"R",1,"R",10,"R",67
483920,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",70,"R",0,"R",70,"R",58,"R",83,"R",58,"R",83,"Z",0,"R",70,"R",0,"Z",0,"R",58,"R",83
483948,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",36,"R",0,"R",36,"R",18,"R",50,"R",20,"R",56,"Z",0,"R",36,"R",0,"Z",0,"R",20,"R",56
483957,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",36,"R",0,"R",36,"R",1,"R",3,"R",25,"R",69,"R",0,"R",36,"R",2,"R",0,"R",27,"R",75
484002,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",204,"R",0,"R",204,"R",117,"R",57,"R",117,"R",57,"Z",0,"R",204,"R",4,"Z",0,"R",121,"R",59
484011,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",38,"R",0,"R",38,"R",4,"R",11,"R",32,"R",84,"Z",0,"R",38,"R",2,"Z",0,"R",34,"R",89
484020,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",14,"R",0,"R",14,"R",12,"R",86,"R",12,"R",86,"R",0,"R",14,"R",0,"R",0,"R",12,"R",86
484039,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",11,"R",0,"R",11,"R",1,"R",9,"R",3,"R",27,"Z",0,"R",11,"R",0,"Z",0,"R",3,"R",27
484048,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12,"R",0,"R",12,"R",9,"R",75,"R",9,"R",75,"R",0,"R",12,"R",3,"R",0,"R",12,"R",100
484057,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",73,"R",0,"R",73,"R",2,"R",3,"R",48,"R",66,"R",0,"R",73,"R",16,"R",0,"R",64,"R",88
484066,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",192,"R",0,"R",192,"R",108,"R",56,"R",135,"R",70,"Z",0,"R",192,"R",0,"Z",0,"R",135,"R",70
484075,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",17,"R",0,"R",17,"R",11,"R",65,"R",12,"R",71,"R",0,"R",17,"R",3,"R",0,"R",15,"R",88
484084,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",17,"R",0,"R",17,"R",11,"R",65,"R",12,"R",71,"Z",0,"R",17,"R",1,"Z",0,"R",13,"R",76
484093,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",27,"R",0,"R",27,"R",0,"R",0,"R",24,"R",89,"Z",0,"R",27,"R",1,"Z",0,"R",25,"R",93
484109,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",31,"R",0,"R",31,"R",0,"R",0,"R",19,"R",61,"Z",0,"R",31,"R",1,"Z",0,"R",20,"R",65
484127,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",48,"R",0,"R",48,"R",11,"R",23,"R",34,"R",71,"R",0,"R",48,"R",1,"R",0,"R",35,"R",73
484136,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",22,"R",0,"R",22,"R",4,"R",18,"R",14,"R",64,"Z",0,"R",22,"R",0,"Z",0,"R",14,"R",64
484163,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",71,"R",0,"R",71,"R",5,"R",7,"R",66,"R",93,"Z",0,"R",71,"R",0,"Z",0,"R",66,"R",93
484172,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",43,"R",0,"R",43,"R",12,"R",28,"R",40,"R",93,"Z",0,"R",43,"R",0,"Z",0,"R",40,"R",93
484190,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",9,"R",0,"R",9,"R",1,"R",11,"R",4,"R",44,"Z",0,"R",9,"R",0,"Z",0,"R",4,"R",44
484206,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",33,"R",0,"R",33,"R",11,"R",33,"R",21,"R",64,"Z",0,"R",33,"R",0,"Z",0,"R",21,"R",64
484330,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",41,"R",0,"R",41,"R",14,"R",34,"R",29,"R",71,"Z",0,"R",41,"R",0,"Z",0,"R",29,"R",71
484349,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",68,"R",0,"R",68,"R",20,"R",29,"R",35,"R",51,"Z",0,"R",68,"R",0,"Z",0,"R",35,"R",51
484358,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",89,"R",0,"R",89,"R",30,"R",34,"R",56,"R",63,"Z",0,"R",89,"R",0,"Z",0,"R",56,"R",63
484367,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",130,"R",0,"R",130,"R",24,"R",18,"R",88,"R",68,"Z",0,"R",130,"R",0,"Z",0,"R",88,"R",68
484376,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",191,"R",0,"R",191,"R",45,"R",24,"R",120,"R",63,"Z",0,"R",191,"R",0,"Z",0,"R",120,"R",63
484394,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",38,"R",0,"R",38,"R",1,"R",3,"R",34,"R",89,"R",0,"R",38,"R",1,"R",0,"R",35,"R",92
484604,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",249,"R",0,"R",249,"R",66,"R",27,"R",167,"R",67,"Z",0,"R",249,"R",0,"Z",0,"R",167,"R",67
484613,"R",5831,"R",11,"R",5820,"R",16,"R",0,"R",597,"R",10,"R",1,"R",5819,"R",164,"R",90,"R",761,"R",13,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
484631,"R",397,"R",0,"R",397,"R",5,"R",1,"R",88,"R",22,"R",0,"R",397,"R",21,"R",7,"R",109,"R",27,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
484710,"R",58,"R",0,"R",58,"Z",0,"R",0,"R",13,"R",22,"R",0,"R",58,"R",1,"R",0,"R",14,"R",24,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
484756,"R",124,"R",0,"R",124,"R",1,"R",1,"R",23,"R",19,"R",0,"R",124,"R",4,"R",4,"R",27,"R",22,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
484826,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",34,"R",0,"R",34,"R",5,"R",15,"R",24,"R",71,"R",0,"R",34,"R",2,"R",0,"R",26,"R",76
484835,"R",15,"R",0,"R",15,"R",3,"R",20,"R",3,"R",20,"Z",0,"R",15,"R",0,"Z",0,"R",3,"R",20,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
484871,"R",22,"R",0,"R",22,"Z",0,"R",0,"R",15,"R",68,"R",0,"R",22,"R",1,"R",0,"R",16,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
484899,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",161,"R",0,"R",161,"R",13,"R",8,"R",112,"R",70,"Z",0,"R",161,"R",0,"Z",0,"R",112,"R",70
484905,"R",122,"R",0,"R",122,"R",13,"R",11,"R",21,"R",17,"R",0,"R",122,"R",5,"R",3,"R",26,"R",21,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
484923,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",25,"R",0,"R",25,"R",23,"R",92,"R",25,"R",100,"Z",0,"R",25,"R",0,"Z",0,"R",25,"R",100
484932,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",316,"R",0,"R",316,"R",32,"R",10,"R",66,"R",21,"Z",0,"R",316,"R",18,"R",13,"R",84,"R",27
484950,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",92,"R",0,"R",92,"R",23,"R",25,"R",55,"R",60,"Z",0,"R",92,"R",5,"Z",0,"R",60,"R",65
484996,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",71,"R",0,"R",71,"R",58,"R",82,"R",59,"R",83,"R",0,"R",71,"R",0,"Z",0,"R",59,"R",83
485014,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",40,"R",0,"R",40,"R",0,"R",0,"R",19,"R",48,"R",0,"R",40,"R",0,"R",0,"R",19,"R",48
485032,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",24,"R",0,"R",24,"R",3,"R",13,"R",21,"R",88,"Z",0,"R",24,"R",0,"Z",0,"R",21,"R",88
485139,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",213,"R",0,"R",213,"R",85,"R",40,"R",113,"R",53,"Z",0,"R",213,"R",0,"Z",0,"R",113,"R",53
485166,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",63,"R",0,"R",63,"R",4,"R",6,"R",41,"R",65,"Z",0,"R",63,"R",0,"Z",0,"R",41,"R",65
485236,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",9,"R",0,"R",9,"R",7,"R",78,"R",7,"R",78,"Z",0,"R",9,"R",0,"Z",0,"R",7,"R",78
485306,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",29,"R",0,"R",29,"R",19,"R",66,"R",24,"R",83,"Z",0,"R",29,"R",0,"Z",0,"R",24,"R",83
485342,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",42,"R",0,"R",42,"R",30,"R",71,"R",30,"R",71,"Z",0,"R",42,"R",0,"Z",0,"R",30,"R",71
485360,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",33,"R",0,"R",33,"R",3,"R",9,"R",3,"R",9,"Z",0,"R",33,"R",0,"Z",0,"R",3,"R",9
485379,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",105,"R",0,"R",105,"R",50,"R",48,"R",81,"R",77,"Z",0,"R",105,"R",0,"Z",0,"R",81,"R",77
485388,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",115,"R",0,"R",115,"R",61,"R",53,"R",85,"R",74,"Z",0,"R",115,"R",0,"Z",0,"R",85,"R",74
485397,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",67,"R",0,"R",67,"R",0,"R",0,"R",29,"R",43,"R",0,"R",67,"R",0,"R",0,"R",29,"R",43
485412,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",32,"R",0,"R",32,"R",14,"R",44,"R",20,"R",63,"Z",0,"R",32,"R",0,"Z",0,"R",20,"R",63
485458,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",139,"R",0,"R",139,"R",55,"R",40,"R",64,"R",46,"R",0,"R",139,"R",8,"R",10,"R",72,"R",52
485476,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",36,"R",0,"R",36,"R",9,"R",25,"R",32,"R",89,"Z",0,"R",36,"R",0,"Z",0,"R",32,"R",89
485485,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",158,"R",0,"R",158,"R",5,"R",3,"R",115,"R",73,"Z",0,"R",158,"R",0,"Z",0,"R",115,"R",73
485494,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",67,"R",0,"R",67,"R",32,"R",48,"R",53,"R",79,"Z",0,"R",67,"R",0,"Z",0,"R",53,"R",79
485500,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2,"R",0,"R",2,"R",2,"R",100,"R",2,"R",100,"Z",0,"R",2,"R",0,"Z",0,"R",2,"R",100
485564,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",278,"R",2,"R",276,"R",20,"R",7,"R",253,"R",92,"R",0,"R",276,"R",0,"R",0,"R",253,"R",92
485573,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",78,"R",0,"R",78,"R",4,"R",5,"R",59,"R",76,"R",0,"R",78,"R",2,"Z",0,"R",61,"R",78
485591,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",24,"R",0,"R",24,"R",6,"R",25,"R",6,"R",25,"R",0,"R",24,"R",0,"R",0,"R",6,"R",25
485607,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",16,"R",0,"R",16,"R",0,"R",0,"R",9,"R",56,"Z",0,"R",16,"R",0,"Z",0,"R",9,"R",56
