UNITID,EFFYDLEV,XEYDETOT,EFYDETOT,XEYDEEXC,EFYDEEXC,XEYDESOM,EFYDESOM,XEYDENON,EFYDENON
481775, 3,"R",408,"R",0,"R",72,"R",336
481845, 1,"R",144,"A",,"A",,"R",144
481845, 2,"R",144,"A",,"A",,"R",144
481845, 3,"C",144,"A",,"A",,"C",144
481863, 1,"R",154,"R",0,"R",94,"R",60
481863, 2,"R",154,"R",0,"R",94,"R",60
481863, 3,"R",154,"R",0,"R",94,"R",60
481890, 1,"R",236,"R",0,"R",100,"R",136
481890, 2,"R",236,"R",0,"R",100,"R",136
481890, 3,"C",236,"C",0,"C",100,"C",136
481906, 1,"R",203,"R",0,"R",128,"R",75
481906, 2,"R",203,"R",0,"R",128,"R",75
481906, 3,"C",203,"C",0,"C",128,"C",75
481960, 1,"R",334,"A",,"A",,"R",334
481960, 2,"R",334,"A",,"A",,"R",334
481960, 3,"R",334,"A",,"A",,"R",334
482015, 1,"R",1641,"R",0,"R",1641,"R",0
482015, 2,"R",1641,"R",0,"R",1641,"R",0
482015, 3,"C",1641,"C",0,"C",1641,"C",0
482060, 1,"R",450,"A",,"A",,"R",450
482060, 2,"R",450,"A",,"A",,"R",450
482060, 3,"C",450,"A",,"A",,"C",450
482097, 1,"R",872,"A",,"A",,"R",872
482097, 2,"R",872,"A",,"A",,"R",872
482097, 3,"C",872,"A",,"A",,"C",872
482149, 1,"R",9979,"R",1469,"R",6904,"R",1606
482149, 2,"R",6352,"R",695,"R",5172,"R",485
482149, 3,"R",5863,"R",472,"R",4986,"R",405
482149,11,"R",489,"R",223,"R",186,"R",80
482149,12,"R",3627,"R",774,"R",1732,"R",1121
482158, 1,"R",10346,"R",4413,"R",4672,"R",1261
482158, 2,"R",9859,"R",3974,"R",4624,"R",1261
482158, 3,"R",8899,"R",3444,"R",4373,"R",1082
482158,11,"R",960,"R",530,"R",251,"R",179
482158,12,"R",487,"R",439,"R",48,"R",0
482167, 1,"R",505,"A",,"A",,"R",505
482167, 2,"R",505,"A",,"A",,"R",505
482167, 3,"C",505,"A",,"A",,"C",505
482176, 1,"R",338,"A",,"A",,"R",338
482176, 2,"R",338,"A",,"A",,"R",338
482176, 3,"C",338,"A",,"A",,"C",338
482185, 1,"R",204,"A",,"A",,"R",204
482185, 2,"R",204,"A",,"A",,"R",204
482185, 3,"C",204,"A",,"A",,"C",204
482194, 1,"R",127,"A",,"A",,"R",127
482194, 2,"R",127,"A",,"A",,"R",127
482194, 3,"C",127,"A",,"A",,"C",127
482200, 1,"R",126,"A",,"A",,"R",126
482200, 2,"R",126,"A",,"A",,"R",126
482200, 3,"C",126,"A",,"A",,"C",126
482228, 1,"R",305,"R",305,"A",,"A",
482228, 2,"R",233,"R",233,"A",,"A",
482228, 3,"R",211,"R",211,"A",,"A",
482228,11,"R",22,"R",22,"A",,"A",
482228,12,"R",72,"R",72,"A",,"A",
482246, 1,"R",51,"A",,"A",,"R",51
482246, 2,"R",51,"A",,"A",,"R",51
482246, 3,"C",51,"A",,"A",,"C",51
482255, 1,"R",528,"A",,"A",,"R",528
482255, 2,"R",528,"A",,"A",,"R",528
482255, 3,"C",528,"A",,"A",,"C",528
482291, 1,"R",2143,"A",,"A",,"R",2143
482291, 2,"R",2143,"A",,"A",,"R",2143
482291, 3,"C",2143,"A",,"A",,"C",2143
482413, 1,"R",1823,"R",903,"R",853,"R",67
482413, 2,"R",1366,"R",753,"R",612,"R",1
482413, 3,"R",1356,"R",744,"R",611,"R",1
482413,11,"R",10,"R",9,"R",1,"R",0
482413,12,"R",457,"R",150,"R",241,"R",66
482422, 1,"R",299,"R",169,"R",127,"R",3
482422, 2,"R",248,"R",138,"R",110,"R",0
482422, 3,"R",248,"R",138,"R",110,"R",0
482422,12,"R",51,"R",31,"R",17,"R",3
482431, 1,"R",2759,"R",1551,"R",1161,"R",47
482431, 2,"R",2358,"R",1410,"R",944,"R",4
482431, 3,"R",2345,"R",1398,"R",943,"R",4
482431,11,"R",13,"R",12,"R",1,"R",0
482431,12,"R",401,"R",141,"R",217,"R",43
482440, 1,"R",136,"R",110,"R",26,"R",0
482440, 2,"R",133,"R",108,"R",25,"R",0
482440, 3,"R",131,"R",106,"R",25,"R",0
482440,11,"R",2,"R",2,"R",0,"R",0
482440,12,"R",3,"R",2,"R",1,"R",0
482459, 1,"R",893,"R",761,"R",128,"R",4
482459, 2,"R",778,"R",678,"R",100,"R",0
482459, 3,"R",774,"R",674,"R",100,"R",0
482459,11,"R",4,"R",4,"R",0,"R",0
482459,12,"R",115,"R",83,"R",28,"R",4
482468, 1,"R",1513,"R",1177,"R",291,"R",45
482468, 2,"R",1352,"R",1065,"R",245,"R",42
482468, 3,"R",1338,"R",1051,"R",245,"R",42
482468,11,"R",14,"R",14,"R",0,"R",0
482468,12,"R",161,"R",112,"R",46,"R",3
482477, 1,"R",32744,"R",30581,"R",1945,"R",218
482477, 2,"R",27424,"R",25852,"R",1405,"R",167
482477, 3,"R",27296,"R",25725,"R",1404,"R",167
482477,11,"R",128,"R",127,"R",1,"R",0
482477,12,"R",5320,"R",4729,"R",540,"R",51
482486, 1,"R",40,"R",33,"R",7,"R",0
482486, 2,"R",36,"R",29,"R",7,"R",0
482486, 3,"R",36,"R",29,"R",7,"R",0
482486,12,"R",4,"R",4,"R",0,"R",0
482538, 1,"R",63,"R",42,"R",21,"R",0
482538, 2,"R",57,"R",39,"R",18,"R",0
482538, 3,"R",57,"R",39,"R",18,"R",0
482538,12,"R",6,"R",3,"R",3,"R",0
482547, 1,"R",65,"R",26,"R",38,"R",1
482547, 2,"R",58,"R",23,"R",35,"R",0
482547, 3,"R",58,"R",23,"R",35,"R",0
482547,12,"R",7,"R",3,"R",3,"R",1
482556, 1,"R",262,"R",168,"R",93,"R",1
482556, 2,"R",232,"R",158,"R",73,"R",1
482556, 3,"R",232,"R",158,"R",73,"R",1
482556,12,"R",30,"R",10,"R",20,"R",0
482565, 1,"R",62,"R",47,"R",15,"R",0
482565, 2,"R",43,"R",31,"R",12,"R",0
482565, 3,"R",43,"R",31,"R",12,"R",0
482565,12,"R",19,"R",16,"R",3,"R",0
482574, 1,"R",619,"R",536,"R",82,"R",1
482574, 2,"R",566,"R",493,"R",73,"R",0
482574, 3,"R",552,"R",479,"R",73,"R",0
482574,11,"R",14,"R",14,"R",0,"R",0
482574,12,"R",53,"R",43,"R",9,"R",1
482608, 1,"R",267,"R",235,"R",31,"R",1
482608, 2,"R",137,"R",111,"R",26,"R",0
482608, 3,"R",137,"R",111,"R",26,"R",0
482608,12,"R",130,"R",124,"R",5,"R",1
482617, 1,"R",43,"R",34,"R",9,"R",0
482617, 2,"R",35,"R",27,"R",8,"R",0
482617, 3,"R",35,"R",27,"R",8,"R",0
482617,12,"R",8,"R",7,"R",1,"R",0
482635, 1,"R",433,"R",245,"R",186,"R",2
482635, 2,"R",328,"R",185,"R",143,"R",0
482635, 3,"R",328,"R",185,"R",143,"R",0
482635,12,"R",105,"R",60,"R",43,"R",2
482653, 1,"R",289,"R",141,"R",132,"R",16
482653, 2,"R",174,"R",99,"R",75,"R",0
482653, 3,"R",174,"R",99,"R",75,"R",0
482653,12,"R",115,"R",42,"R",57,"R",16
482680, 1,"R",23080,"R",4809,"R",14881,"R",3390
482680, 2,"R",22138,"R",4271,"R",14542,"R",3325
482680, 3,"R",19874,"R",3260,"R",13813,"R",2801
482680,11,"R",2264,"R",1011,"R",729,"R",524
482680,12,"R",942,"R",538,"R",339,"R",65
482699, 1,"R",2649,"R",982,"R",1446,"R",221
482699, 2,"R",2649,"R",982,"R",1446,"R",221
482699, 3,"R",2209,"R",782,"R",1264,"R",163
482699,11,"R",440,"R",200,"R",182,"R",58
482705, 1,"R",15947,"R",6558,"R",6703,"R",2686
482705, 2,"R",4547,"R",1856,"R",2373,"R",318
482705, 3,"R",2533,"R",1041,"R",1360,"R",132
482705,11,"R",2014,"R",815,"R",1013,"R",186
482705,12,"R",11400,"R",4702,"R",4330,"R",2368
482936, 1,"R",1498,"R",12,"R",1226,"R",260
482936, 2,"R",1413,"R",12,"R",1186,"R",215
482936, 3,"R",1354,"R",8,"R",1139,"R",207
482936,11,"R",59,"R",4,"R",47,"R",8
482936,12,"R",85,"R",0,"R",40,"R",45
482963, 1,"R",520,"R",0,"R",484,"R",36
482963, 2,"R",520,"R",0,"R",484,"R",36
482963, 3,"C",520,"C",0,"C",484,"C",36
482981, 1,"R",237,"A",,"A",,"R",237
482981, 2,"R",237,"A",,"A",,"R",237
482981, 3,"C",237,"A",,"A",,"C",237
482990, 1,"R",653,"A",,"A",,"R",653
482990, 2,"R",653,"A",,"A",,"R",653
482990, 3,"R",653,"A",,"A",,"R",653
483009, 1,"R",363,"A",,"A",,"R",363
483009, 2,"R",363,"A",,"A",,"R",363
483009, 3,"C",363,"A",,"A",,"C",363
483018, 1,"R",134,"R",8,"R",65,"R",61
483018, 2,"R",134,"R",8,"R",65,"R",61
483018, 3,"R",134,"R",8,"R",65,"R",61
483036, 1,"R",3066,"R",1400,"R",1093,"R",573
483036, 2,"R",2410,"R",1167,"R",852,"R",391
483036, 3,"R",2399,"R",1159,"R",852,"R",388
483036,11,"R",11,"R",8,"R",0,"R",3
483036,12,"R",656,"R",233,"R",241,"R",182
483045, 1,"R",11548,"R",5496,"R",2023,"R",4029
483045, 2,"R",11548,"R",5496,"R",2023,"R",4029
483045, 3,"R",8817,"R",4665,"R",1804,"R",2348
483045,11,"R",2731,"R",831,"R",219,"R",1681
483054, 1,"R",115,"A",,"A",,"R",115
483054, 2,"R",115,"A",,"A",,"R",115
483054, 3,"C",115,"A",,"A",,"C",115
483106, 1,"R",320,"A",,"A",,"R",320
483106, 2,"R",320,"A",,"A",,"R",320
483106, 3,"C",320,"A",,"A",,"C",320
483124, 1,"R",78248,"R",78248,"A",,"A",
483124, 2,"R",57978,"R",57978,"A",,"A",
483124, 3,"R",56970,"R",56970,"A",,"A",
483124,11,"R",1008,"R",1008,"A",,"A",
483124,12,"R",20270,"R",20270,"A",,"A",
483212, 1,"R",5314,"R",2173,"R",1245,"R",1896
483212, 2,"R",5314,"R",2173,"R",1245,"R",1896
483212, 3,"R",4405,"R",1757,"R",1193,"R",1455
483212,11,"R",909,"R",416,"R",52,"R",441
483221, 1,"R",93,"A",,"A",,"R",93
483221, 2,"R",93,"A",,"A",,"R",93
483221, 3,"R",93,"A",,"A",,"R",93
483230, 1,"R",249,"A",,"A",,"R",249
483230, 2,"R",249,"A",,"A",,"R",249
483230, 3,"C",249,"A",,"A",,"C",249
483258, 1,"R",66,"A",,"A",,"R",66
483258, 2,"R",66,"A",,"A",,"R",66
483258, 3,"C",66,"A",,"A",,"C",66
483276, 1,"R",109,"A",,"A",,"R",109
483276, 2,"R",109,"A",,"A",,"R",109
483276, 3,"C",109,"A",,"A",,"C",109
483328, 1,"R",198,"A",,"A",,"R",198
483328, 2,"R",198,"A",,"A",,"R",198
483328, 3,"C",198,"A",,"A",,"C",198
483337, 1,"R",289,"A",,"A",,"R",289
483337, 2,"R",289,"A",,"A",,"R",289
483337, 3,"C",289,"A",,"A",,"C",289
483346, 1,"R",87,"A",,"A",,"R",87
483346, 2,"R",87,"A",,"A",,"R",87
483346, 3,"C",87,"A",,"A",,"C",87
483355, 1,"R",354,"A",,"A",,"R",354
483355, 2,"R",354,"A",,"A",,"R",354
483355, 3,"C",354,"A",,"A",,"C",354
483364, 1,"R",237,"A",,"A",,"R",237
483364, 2,"R",237,"A",,"A",,"R",237
483364, 3,"C",237,"A",,"A",,"C",237
483373, 1,"R",112,"R",2,"Z",0,"R",110
483373, 2,"R",112,"R",2,"Z",0,"R",110
483373, 3,"R",112,"R",2,"Z",0,"R",110
483382, 1,"R",400,"A",,"A",,"R",400
483382, 2,"R",400,"A",,"A",,"R",400
483382, 3,"C",400,"A",,"A",,"C",400
483425, 1,"R",76,"A",,"A",,"R",76
483425, 2,"R",76,"A",,"A",,"R",76
483425, 3,"C",76,"A",,"A",,"C",76
483443, 1,"R",765,"R",758,"R",0,"R",7
483443, 2,"R",765,"R",758,"R",0,"R",7
483443, 3,"C",765,"C",758,"C",0,"C",7
483470, 1,"R",59,"A",,"A",,"R",59
483470, 2,"R",59,"A",,"A",,"R",59
483470, 3,"C",59,"A",,"A",,"C",59
483504, 1,"R",956,"A",,"A",,"R",956
483504, 2,"R",956,"A",,"A",,"R",956
483504, 3,"C",956,"A",,"A",,"C",956
483513, 1,"R",107,"A",,"A",,"R",107
483513, 2,"R",107,"A",,"A",,"R",107
483513, 3,"C",107,"A",,"A",,"C",107
483559, 1,"R",82,"A",,"A",,"R",82
483559, 2,"R",82,"A",,"A",,"R",82
483559, 3,"C",82,"A",,"A",,"C",82
483577, 1,"R",48,"A",,"A",,"R",48
483577, 2,"R",48,"A",,"A",,"R",48
483577, 3,"C",48,"A",,"A",,"C",48
483595, 1,"R",3918,"R",3918,"A",,"A",
483595, 2,"R",2050,"R",2050,"A",,"A",
483595, 3,"R",2050,"R",2050,"A",,"A",
483595,12,"R",1868,"R",1868,"A",,"A",
483647, 1,"R",149,"A",,"A",,"R",149
483647, 2,"R",149,"A",,"A",,"R",149
483647, 3,"C",149,"A",,"A",,"C",149
483708, 1,"R",872,"A",,"A",,"R",872
483708, 2,"R",872,"A",,"A",,"R",872
483708, 3,"C",872,"A",,"A",,"C",872
483726, 1,"R",57,"A",,"A",,"R",57
483726, 2,"R",57,"A",,"A",,"R",57
483726, 3,"C",57,"A",,"A",,"C",57
483735, 1,"R",66,"A",,"A",,"R",66
483735, 2,"R",66,"A",,"A",,"R",66
483735, 3,"C",66,"A",,"A",,"C",66
483744, 1,"R",81,"R",0,"R",13,"R",68
483744, 2,"R",81,"R",0,"R",13,"R",68
483744, 3,"C",81,"C",0,"C",13,"C",68
483753, 1,"R",48,"A",,"A",,"R",48
483753, 2,"R",48,"A",,"A",,"R",48
483753, 3,"C",48,"A",,"A",,"C",48
483780, 1,"R",328,"R",14,"R",308,"R",6
483780, 2,"R",79,"R",5,"R",72,"R",2
483780, 3,"R",79,"R",5,"R",72,"R",2
483780,12,"R",249,"R",9,"R",236,"R",4
483799, 1,"R",61,"A",,"A",,"R",61
483799, 2,"R",61,"A",,"A",,"R",61
483799, 3,"C",61,"A",,"A",,"C",61
483814, 1,"R",685,"R",0,"R",441,"R",244
483814, 2,"R",685,"R",0,"R",441,"R",244
483814, 3,"R",685,"R",0,"R",441,"R",244
483823, 1,"R",1059,"A",,"A",,"R",1059
483823, 2,"R",1059,"A",,"A",,"R",1059
483823, 3,"C",1059,"A",,"A",,"C",1059
483841, 1,"R",131,"A",,"A",,"R",131
483841, 2,"R",131,"A",,"A",,"R",131
483841, 3,"C",131,"A",,"A",,"C",131
483850, 1,"R",41,"A",,"A",,"R",41
483850, 2,"R",41,"A",,"A",,"R",41
483850, 3,"C",41,"A",,"A",,"C",41
483869, 1,"R",191,"R",0,"R",122,"R",69
483869, 2,"R",191,"R",0,"R",122,"R",69
483869, 3,"C",191,"C",0,"C",122,"C",69
483878, 1,"R",276,"A",,"A",,"R",276
483878, 2,"R",276,"A",,"A",,"R",276
483878, 3,"C",276,"A",,"A",,"C",276
483887, 1,"R",78,"A",,"A",,"R",78
483887, 2,"R",78,"A",,"A",,"R",78
483887, 3,"C",78,"A",,"A",,"C",78
483896, 1,"R",435,"A",,"A",,"R",435
483896, 2,"R",435,"A",,"A",,"R",435
483896, 3,"C",435,"A",,"A",,"C",435
483911, 1,"R",21,"A",,"A",,"R",21
483911, 2,"R",21,"A",,"A",,"R",21
483911, 3,"C",21,"A",,"A",,"C",21
483920, 1,"R",325,"A",,"A",,"R",325
483920, 2,"R",325,"A",,"A",,"R",325
483920, 3,"C",325,"A",,"A",,"C",325
483948, 1,"R",37,"A",,"A",,"R",37
483948, 2,"R",37,"A",,"A",,"R",37
483948, 3,"C",37,"A",,"A",,"C",37
483957, 1,"R",60,"A",,"A",,"R",60
483957, 2,"R",60,"A",,"A",,"R",60
483957, 3,"C",60,"A",,"A",,"C",60
483975, 1,"R",717,"A",,"A",,"R",717
483975,12,"R",717,"A",,"A",,"R",717
484002, 1,"R",1619,"R",0,"R",445,"R",1174
484002, 2,"R",1619,"R",0,"R",445,"R",1174
484002, 3,"R",1385,"R",0,"R",445,"R",940
484002,11,"R",234,"R",0,"R",0,"R",234
484011, 1,"R",209,"A",,"A",,"R",209
484011, 2,"R",209,"A",,"A",,"R",209
484011, 3,"C",209,"A",,"A",,"C",209
484020, 1,"R",70,"A",,"A",,"R",70
484020, 2,"R",70,"A",,"A",,"R",70
484020, 3,"C",70,"A",,"A",,"C",70
484039, 1,"R",218,"A",,"A",,"R",218
484039, 2,"R",218,"A",,"A",,"R",218
484039, 3,"C",218,"A",,"A",,"C",218
484048, 1,"R",61,"A",,"A",,"R",61
484048, 2,"R",61,"A",,"A",,"R",61
484048, 3,"C",61,"A",,"A",,"C",61
484057, 1,"R",444,"A",,"A",,"R",444
484057, 2,"R",444,"A",,"A",,"R",444
484057, 3,"C",444,"A",,"A",,"C",444
484066, 1,"R",895,"A",,"A",,"R",895
484066, 2,"R",895,"A",,"A",,"R",895
484066, 3,"R",895,"A",,"A",,"R",895
484075, 1,"R",80,"A",,"A",,"R",80
484075, 2,"R",80,"A",,"A",,"R",80
484075, 3,"C",80,"A",,"A",,"C",80
484084, 1,"R",100,"A",,"A",,"R",100
484084, 2,"R",100,"A",,"A",,"R",100
484084, 3,"C",100,"A",,"A",,"C",100
484093, 1,"R",189,"A",,"A",,"R",189
484093, 2,"R",189,"A",,"A",,"R",189
484093, 3,"C",189,"A",,"A",,"C",189
484109, 1,"R",152,"A",,"A",,"R",152
484109, 2,"R",152,"A",,"A",,"R",152
484109, 3,"C",152,"A",,"A",,"C",152
484127, 1,"R",132,"A",,"A",,"R",132
484127, 2,"R",132,"A",,"A",,"R",132
484127, 3,"C",132,"A",,"A",,"C",132
484136, 1,"R",57,"A",,"A",,"R",57
484136, 2,"R",57,"A",,"A",,"R",57
484136, 3,"C",57,"A",,"A",,"C",57
484163, 1,"R",355,"A",,"A",,"R",355
484163, 2,"R",355,"A",,"A",,"R",355
484163, 3,"C",355,"A",,"A",,"C",355
484172, 1,"R",93,"A",,"A",,"R",93
484172, 2,"R",93,"A",,"A",,"R",93
484172, 3,"C",93,"A",,"A",,"C",93
484190, 1,"R",56,"A",,"A",,"R",56
484190, 2,"R",56,"A",,"A",,"R",56
484190, 3,"C",56,"A",,"A",,"C",56
484206, 1,"R",333,"R",0,"R",333,"R",0
484206, 2,"R",333,"R",0,"R",333,"R",0
484206, 3,"C",333,"C",0,"C",333,"C",0
484233, 1,"R",360,"Z",0,"R",360,"R",0
484233, 2,"R",360,"Z",0,"R",360,"R",0
484233, 3,"R",360,"Z",0,"R",360,"R",0
484330, 1,"R",71,"R",0,"R",40,"R",31
484330, 2,"R",71,"R",0,"R",40,"R",31
484330, 3,"C",71,"C",0,"C",40,"C",31
484349, 1,"R",161,"R",0,"R",79,"R",82
484349, 2,"R",161,"R",0,"R",79,"R",82
484349, 3,"C",161,"C",0,"C",79,"C",82
484358, 1,"R",163,"R",0,"R",104,"R",59
484358, 2,"R",163,"R",0,"R",104,"R",59
484358, 3,"C",163,"C",0,"C",104,"C",59
484367, 1,"R",485,"R",0,"R",485,"R",0
484367, 2,"R",485,"R",0,"R",485,"R",0
484367, 3,"C",485,"C",0,"C",485,"C",0
484376, 1,"R",822,"R",0,"R",822,"R",0
484376, 2,"R",822,"R",0,"R",822,"R",0
484376, 3,"C",822,"C",0,"C",822,"C",0
484394, 1,"R",280,"A",,"A",,"R",280
484394, 2,"R",280,"A",,"A",,"R",280
484394, 3,"C",280,"A",,"A",,"C",280
484473, 1,"R",5574,"R",5574,"A",,"A",
484473, 2,"R",5574,"R",5574,"A",,"A",
484473, 3,"R",4986,"R",4986,"A",,"A",
484473,11,"R",588,"R",588,"A",,"A",
484604, 1,"R",970,"A",,"A",,"R",970
484604, 2,"R",970,"A",,"A",,"R",970
484604, 3,"C",970,"A",,"A",,"C",970
484613, 1,"R",136621,"R",135978,"R",197,"R",446
484613, 2,"R",103443,"R",103063,"R",167,"R",213
484613, 3,"R",95574,"R",95197,"R",164,"R",213
484613,11,"R",7869,"R",7866,"R",3,"R",0
484613,12,"R",33178,"R",32915,"R",30,"R",233
484631, 1,"R",3670,"R",666,"R",596,"R",2408
484631, 2,"R",2728,"R",611,"R",547,"R",1570
484631, 3,"R",2695,"R",587,"R",541,"R",1567
484631,11,"R",33,"R",24,"R",6,"R",3
484631,12,"R",942,"R",55,"R",49,"R",838
484710, 1,"R",173,"R",46,"R",42,"R",85
484710, 2,"R",150,"R",43,"R",36,"R",71
484710, 3,"R",150,"R",43,"R",36,"R",71
484710,12,"R",23,"R",3,"R",6,"R",14
484756, 1,"R",318,"R",160,"R",66,"R",92
484756, 2,"R",264,"R",146,"R",50,"R",68
484756, 3,"R",264,"R",146,"R",50,"R",68
484756,12,"R",54,"R",14,"R",16,"R",24
484826, 1,"R",132,"A",,"A",,"R",132
484826, 2,"R",132,"A",,"A",,"R",132
484826, 3,"C",132,"A",,"A",,"C",132
484835, 1,"R",155,"A",,"A",,"R",155
484835, 2,"R",155,"A",,"A",,"R",155
484835, 3,"R",155,"A",,"A",,"R",155
484844, 1,"R",642,"R",37,"R",605,"R",0
484844, 2,"R",617,"R",12,"R",605,"R",0
484844, 3,"R",605,"Z",0,"R",605,"R",0
484844,11,"R",12,"R",12,"Z",0,"R",0
484844,12,"R",25,"R",25,"Z",0,"R",0
484862, 1,"R",247,"A",,"A",,"R",247
484862, 2,"R",7,"A",,"A",,"R",7
484862, 3,"R",7,"A",,"A",,"R",7
484862,12,"R",240,"A",,"A",,"R",240
484871, 1,"R",116,"A",,"A",,"R",116
484871, 2,"R",116,"A",,"A",,"R",116
484871, 3,"R",116,"A",,"A",,"R",116
484899, 1,"R",181,"A",,"A",,"R",181
484899, 2,"R",181,"A",,"A",,"R",181
484899, 3,"C",181,"A",,"A",,"C",181
484905, 1,"R",4875,"R",464,"R",3381,"R",1030
484905, 2,"R",3988,"R",435,"R",3024,"R",529
484905, 3,"R",3988,"R",435,"R",3024,"R",529
484905,12,"R",887,"R",29,"R",357,"R",501
484923, 1,"R",103,"A",,"A",,"R",103
484923, 2,"R",103,"A",,"A",,"R",103
484923, 3,"C",103,"A",,"A",,"C",103
484932, 1,"R",2020,"R",350,"R",1566,"R",104
484932, 2,"R",2020,"R",350,"R",1566,"R",104
484932, 3,"R",2000,"R",350,"R",1550,"R",100
484932,11,"R",20,"R",0,"R",16,"R",4
484950, 1,"R",187,"A",,"A",,"R",187
484950, 2,"R",187,"A",,"A",,"R",187
484950, 3,"C",187,"A",,"A",,"C",187
484996, 1,"R",184,"A",,"A",,"R",184
484996, 2,"R",184,"A",,"A",,"R",184
484996, 3,"C",184,"A",,"A",,"C",184
485014, 1,"R",145,"A",,"A",,"R",145
485014, 2,"R",145,"A",,"A",,"R",145
485014, 3,"C",145,"A",,"A",,"C",145
485032, 1,"R",276,"A",,"A",,"R",276
485032, 2,"R",276,"A",,"A",,"R",276
485032, 3,"C",276,"A",,"A",,"C",276
485111, 1,"R",12823,"R",6259,"R",1736,"R",4828
485111, 2,"R",12823,"R",6259,"R",1736,"R",4828
485111, 3,"R",8055,"R",3827,"R",1455,"R",2773
485111,11,"R",4768,"R",2432,"R",281,"R",2055
485139, 1,"R",228,"A",,"A",,"R",228
485139, 2,"R",228,"A",,"A",,"R",228
485139, 3,"R",228,"A",,"A",,"R",228
485166, 1,"R",173,"A",,"A",,"R",173
485166, 2,"R",173,"A",,"A",,"R",173
485166, 3,"C",173,"A",,"A",,"C",173
485236, 1,"R",154,"A",,"A",,"R",154
485236, 2,"R",154,"A",,"A",,"R",154
485236, 3,"C",154,"A",,"A",,"C",154
485272, 1,"R",1595,"R",347,"R",1106,"R",142
485272, 2,"R",1595,"R",347,"R",1106,"R",142
485272, 3,"R",1595,"R",347,"R",1106,"R",142
485306, 1,"R",33,"A",,"A",,"R",33
485306, 2,"R",33,"A",,"A",,"R",33
485306, 3,"C",33,"A",,"A",,"C",33
485342, 1,"R",557,"A",,"A",,"R",557
485342, 2,"R",557,"A",,"A",,"R",557
485342, 3,"R",305,"A",,"A",,"R",305
485342,11,"R",252,"A",,"A",,"R",252
485360, 1,"R",47,"A",,"A",,"R",47
485360, 2,"R",47,"A",,"A",,"R",47
485360, 3,"C",47,"A",,"A",,"C",47
485379, 1,"R",512,"A",,"A",,"R",512
485379, 2,"R",512,"A",,"A",,"R",512
485379, 3,"C",512,"A",,"A",,"C",512
485388, 1,"R",629,"A",,"A",,"R",629
485388, 2,"R",629,"A",,"A",,"R",629
485388, 3,"C",629,"A",,"A",,"C",629
485397, 1,"R",196,"A",,"A",,"R",196
485397, 2,"R",196,"A",,"A",,"R",196
485397, 3,"C",196,"A",,"A",,"C",196
485403, 1,"R",76,"A",,"A",,"R",76
485403,12,"R",76,"A",,"A",,"R",76
485412, 1,"R",137,"A",,"A",,"R",137
485412, 2,"R",137,"A",,"A",,"R",137
485412, 3,"C",137,"A",,"A",,"C",137
485458, 1,"R",5409,"R",1628,"R",1044,"R",2737
485458, 2,"R",5409,"R",1628,"R",1044,"R",2737
485458, 3,"R",2929,"R",1206,"R",869,"R",854
485458,11,"R",2480,"R",422,"R",175,"R",1883
485476, 1,"R",158,"A",,"A",,"R",158
485476, 2,"R",158,"A",,"A",,"R",158
485476, 3,"C",158,"A",,"A",,"C",158
485485, 1,"R",211,"A",,"A",,"R",211
485485, 2,"R",211,"A",,"A",,"R",211
485485, 3,"C",211,"A",,"A",,"C",211
485494, 1,"R",163,"A",,"A",,"R",163
485494, 2,"R",163,"A",,"A",,"R",163
485494, 3,"C",163,"A",,"A",,"C",163
485500, 1,"R",245,"A",,"A",,"R",245
485500, 2,"R",245,"A",,"A",,"R",245
485500, 3,"C",245,"A",,"A",,"C",245
485519, 1,"R",858,"R",858,"A",,"A",
485519, 2,"R",858,"R",858,"A",,"A",
485519, 3,"R",840,"R",840,"A",,"A",
485519,11,"R",18,"R",18,"A",,"A",
485546, 1,"R",631,"R",631,"A",,"A",
485546, 2,"R",226,"R",226,"A",,"A",
485546, 3,"R",226,"R",226,"A",,"A",
485546,12,"R",405,"R",405,"A",,"A",
485564, 1,"R",362,"R",12,"Z",0,"R",350
485564, 2,"R",362,"R",12,"Z",0,"R",350
485564, 3,"R",362,"R",12,"Z",0,"R",350
485573, 1,"R",331,"A",,"A",,"R",331
485573, 2,"R",331,"A",,"A",,"R",331
485573, 3,"C",331,"A",,"A",,"C",331
485591, 1,"R",42,"A",,"A",,"R",42
485591, 2,"R",42,"A",,"A",,"R",42
485591, 3,"C",42,"A",,"A",,"C",42
485607, 1,"R",47,"A",,"A",,"R",47
485607, 2,"R",47,"A",,"A",,"R",47
485607, 3,"C",47,"A",,"A",,"C",47
485698, 1,"R",96,"A",,"A",,"R",96
485698, 2,"R",96,"A",,"A",,"R",96
485698, 3,"R",96,"A",,"A",,"R",96
485704, 1,"R",21,"A",,"A",,"R",21
485704, 2,"R",21,"A",,"A",,"R",21
485704, 3,"C",21,"A",,"A",,"C",21
485768, 1,"R",769,"R",539,"R",0,"R",230
485768, 2,"R",187,"R",122,"R",0,"R",65
485768, 3,"R",187,"R",122,"R",0,"R",65
485768,12,"R",582,"R",417,"R",0,"R",165
485801, 1,"R",118,"A",,"A",,"R",118
485801, 2,"R",118,"A",,"A",,"R",118
485801, 3,"C",118,"A",,"A",,"C",118
485810, 1,"R",20,"A",,"A",,"R",20
485810, 2,"R",20,"A",,"A",,"R",20
485810, 3,"C",20,"A",,"A",,"C",20
485856, 1,"R",40,"A",,"A",,"R",40
