UNITID,PRGMOFR,CIPCODE1,XCIPTUI1,CIPTUIT1,XCIPSUP1,CIPSUPP1,XCIPLGT1,CIPLGTH1,PRGMSR1,XMTHCMP1,MTHCMP1,XWKCMP1,WKCMP1,XLNAYHR1,LNAYHR1,XLNAYWK1,LNAYWK1,XCHG1PY0,CHG1PY0,XCHG1PY1,CHG1PY1,XCHG1PY2,CHG1PY2,XCHG1PY3,CHG1PY3,XCHG4PY0,CHG4PY0,XCHG4PY1,CHG4PY1,XCHG4PY2,CHG4PY2,XCHG4PY3,CHG4PY3,XCHG5PY0,CHG5PY0,XCHG5PY1,CHG5PY1,XCHG5PY2,CHG5PY2,XCHG5PY3,CHG5PY3,XCHG6PY0,CHG6PY0,XCHG6PY1,CHG6PY1,XCHG6PY2,CHG6PY2,XCHG6PY3,CHG6PY3,XCHG7PY0,CHG7PY0,XCHG7PY1,CHG7PY1,XCHG7PY2,CHG7PY2,XCHG7PY3,CHG7PY3,XCHG8PY0,CHG8PY0,XCHG8PY1,CHG8PY1,XCHG8PY2,CHG8PY2,XCHG8PY3,CHG8PY3,XCHG9PY0,CHG9PY0,XCHG9PY1,CHG9PY1,XCHG9PY2,CHG9PY2,XCHG9PY3,CHG9PY3,CIPCODE2,XCIPTUI2,CIPTUIT2,XCIPSUP2,CIPSUPP2,XCIPLGT2,CIPLGTH2,PRGMSR2,XMTHCMP2,MTHCMP2,CIPCODE3,XCIPTUI3,CIPTUIT3,XCIPSUP3,CIPSUPP3,XCIPLGT3,CIPLGTH3,PRGMSR3,XMTHCMP3,MTHCMP3,CIPCODE4,XCIPTUI4,CIPTUIT4,XCIPSUP4,CIPSUPP4,XCIPLGT4,CIPLGTH4,PRGMSR4,XMTHCMP4,MTHCMP4,CIPCODE5,XCIPTUI5,CIPTUIT5,XCIPSUP5,CIPSUPP5,XCIPLGT5,CIPLGTH5,PRGMSR5,XMTHCMP5,MTHCMP5,CIPCODE6,XCIPTUI6,CIPTUIT6,XCIPSUP6,CIPSUPP6,XCIPLGT6,CIPLGTH6,PRGMSR6,XMTHCMP6,MTHCMP6 
482097,8,"51.0601","A",.,"A",.,"R",900,1,"R",9,"R",35,"R",900,"R",35,"R",13960,"R",14263,"R",14310,"R",14531,"R",1140,"R",1137,"R",1140,"R",1169,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7166,"R",6169,"R",6143,"R",6650,"R",8706,"R",8776,"R",8829,"R",8803,"R",7079,"R",7411,"R",6781,"R",7359,"48.0508","R",13762,"R",2038,"R",936,1,"R",7,"15.0501","R",14680,"R",1120,"R",917,1,"R",9,"48.0508","R",17390,"R",3710,"R",1248,1,"R",10,"51.0801","R",15355,"R",445,"R",900,1,"R",9,"49.0205","R",3797,"R",203,"R",180,1,"R",1,
482167,5,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",52,"R",900,"R",30,"R",15590,"R",17020,"R",19020,"R",19020,"R",1380,"R",1380,"R",1380,"R",1380,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9867,"R",9867,"R",9867,"R",9867,"R",5200,"R",5200,"R",5200,"R",5200,"R",2275,"R",2275,"R",2275,"R",2275,"12.0410","R",1140,"R",290,"R",350,1,"R",3,"12.0409","R",11500,"R",1620,"R",750,1,"R",6,"12.0407","R",1140,"R",290,"R",300,1,"R",3,"12.0413","R",9477,"R",260,"R",1000,1,"R",12,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
482176,2,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",16500,"R",16848,"R",16971,"R",16971,"R",1760,"R",1413,"R",1290,"R",1634,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",22600,"R",19363,"R",19475,"R",21875,"R",8875,"R",8400,"R",9238,"R",9713,"R",6813,"R",5725,"R",5088,"R",5663,"12.0409","R",9000,"R",1662,"R",600,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
482194,3,"12.0401","A",.,"A",.,"R",1000,1,"R",8,"R",33,"R",900,"R",30,"R",17000,"R",17000,"R",17000,"R",17000,"R",2500,"R",2500,"R",2500,"R",2500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5107,"R",5107,"R",5107,"R",5107,"R",4447,"R",4447,"R",4447,"R",4447,"R",1617,"R",1617,"R",1617,"R",1617,"12.0402","R",6600,"R",1700,"R",600,1,"R",5,"12.0409","R",7400,"R",1400,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
482200,6,"12.0401","A",.,"A",.,"R",1000,1,"R",8,"R",32,"R",900,"R",26,"R",15100,"R",15100,"R",10100,"R",10100,"R",1650,"R",1650,"R",1650,"R",1650,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8840,"R",8840,"R",8840,"R",8840,"R",2000,"R",2000,"R",2000,"R",2000,"R",2000,"R",2000,"R",2000,"R",2000,"12.0402","R",10100,"R",1650,"R",1000,1,"R",8,"12.0409","R",7600,"R",600,"R",750,1,"R",10,"12.0413","R",7600,"R",400,"R",750,1,"R",6,"12.0413","R",7600,"R",350,"R",750,1,"R",6,"12.0499","R",3100,"R",350,"R",300,1,"R",3,
482246,2,"48.0508","A",.,"A",.,"R",640,1,"R",4,"R",16,"R",900,"R",26,"R",15075,"R",15930,"R",16390,"R",16875,"R",925,"R",1035,"R",1105,"R",1150,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5000,"R",4612,"R",5052,"R",5172,"R",1168,"R",2156,"R",2164,"R",2432,"R",1168,"R",2156,"R",2164,"R",2432,"48.0508","R",13875,"R",1150,"R",480,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
482291,9,"51.0801","A",.,"A",.,"R",34,2,"R",9,"R",36,"R",34,"R",36,"R",19900,"R",19900,"R",19900,"R",19900,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13779,"R",15084,"R",16578,"R",17253,"R",4509,"R",4842,"R",4077,"R",4194,"R",4509,"R",4842,"R",4077,"R",4194,"47.0604","R",19900,"A",.,"R",36,2,"R",9,"47.0201","R",19900,"A",.,"R",32,2,"R",9,"51.0713","R",19900,"A",.,"R",34,2,"R",9,"51.0601","R",19900,"A",.,"R",34,2,"R",9,"46.0302","R",19900,"A",.,"R",32,2,"R",9,
482963,5,"51.0801","A",.,"A",.,"R",33,2,"R",11,"R",45,"R",24,"R",30,"R",18495,"R",18495,"R",18495,"R",18495,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10283,"R",10519,"R",10699,"R",10845,"R",5153,"R",5850,"R",5906,"R",4984,"R",5546,"R",5265,"R",5355,"R",5434,"51.0601","R",18495,"R",0,"R",36,2,"R",11,"51.3501","R",13995,"R",0,"R",25,2,"R",8,"51.0910","R",37995,"R",0,"R",61,2,"R",18,"52.0401","R",13495,"R",0,"R",24,2,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
482981,3,"12.0402","A",.,"A",.,"R",1000,1,"R",7,"R",29,"R",900,"R",26,"R",16005,"R",16005,"R",10750,"R",10750,"R",2079,"R",2079,"R",2079,"R",2079,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6351,"R",6525,"R",6525,"R",6525,"R",1784,"R",1849,"R",2175,"R",2175,"R",1784,"R",1849,"R",2175,"R",2175,"12.0413","R",10805,"R",474,"R",750,1,"R",6,"12.0401","R",2405,"R",1093,"R",300,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
483009,5,"01.8101","A",.,"A",.,"R",50,2,"R",9,"R",36,"R",30,"R",36,"R",16267,"R",16267,"R",16267,"R",15817,"R",278,"R",278,"R",278,"R",278,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9720,"R",10305,"R",11160,"R",10053,"R",4248,"R",5274,"R",4635,"R",3321,"R",4365,"R",4698,"R",4158,"R",3294,"51.0801","R",15817,"R",278,"R",50,2,"R",9,"51.0799","R",15817,"R",278,"R",50,2,"R",9,"51.0806","R",15817,"R",278,"R",50,2,"R",9,"51.0805","R",15817,"R",278,"R",50,2,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
483054,1,"12.0402","A",.,"A",.,"R",1250,1,"R",10,"R",38,"R",900,"R",27,"R",17310,"R",17405,"R",17405,"R",17775,"R",520,"R",520,"R",520,"R",1045,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8702,"R",11866,"R",8702,"R",12170,"R",3420,"R",5273,"R",3420,"R",5719,"R",4247,"R",5121,"R",4247,"R",4247,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
483106,4,"12.0409","A",.,"A",.,"R",600,1,"R",5,"R",21,"R",900,"R",30,"R",9848,"R",10808,"R",10808,"R",10808,"R",1800,"R",1989,"R",2138,"R",2343,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4904,"R",4683,"R",5114,"R",6662,"R",6689,"R",6872,"R",7219,"R",8657,"R",1040,"R",1869,"R",3187,"R",2226,"12.0401","R",18488,"R",2790,"R",1200,1,"R",10,"12.0402","R",9900,"R",2671,"R",900,1,"R",9,"12.0413","R",6000,"R",973,"R",500,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
483221,10,"52.0407","A",.,"A",.,"R",90,2,"R",24,"R",96,"R",44,"R",48,"B",.,"R",13600,"R",13600,"R",13600,"A",.,"R",1000,"R",1000,"R",1000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9600,"R",9600,"R",9600,"A",.,"R",4800,"R",4800,"R",4800,"A",.,"R",4800,"R",4800,"R",4800,"52.0201","R",13600,"R",1000,"R",96,2,"R",24,"16.1701","R",6800,"R",500,"R",960,1,"R",12,"16.1701","R",6800,"R",500,"R",480,1,"R",6,"52.0201","R",24300,"R",1000,"R",96,2,"R",24,"11.0899","R",6800,"R",500,"R",720,1,"R",9,
483230,3,"48.0511","A",.,"A",.,"R",728,1,"R",7,"R",26,"R",900,"R",36,"R",31125,"R",31125,"R",31125,"R",31125,"R",375,"R",375,"R",375,"R",375,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8301,"R",10894,"R",11973,"R",12461,"R",2997,"R",3809,"R",3348,"R",3439,"R",3322,"R",3393,"R",3348,"R",3439,"15.1307","R",29540,"R",1960,"R",728,1,"R",7,"15.0617","R",7495,"R",375,"R",172,1,"R",2,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
483258,2,"12.0402","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",28,"R",14200,"R",18200,"R",18200,"R",18200,"R",1600,"R",1600,"R",1600,"R",1600,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14375,"R",14375,"R",14375,"R",14375,"R",8000,"R",8000,"R",8000,"R",8000,"R",8000,"R",8000,"R",8000,"R",8000,"12.0413","R",9500,"R",350,"R",1000,1,"R",7,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
483276,1,"12.0402","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",10525,"R",11050,"R",11050,"R",22550,"R",500,"R",500,"R",500,"R",1000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16700,"R",12800,"R",12800,"R",12800,"R",9138,"R",6025,"R",6025,"R",6025,"R",6038,"R",7800,"R",7800,"R",7800,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
483328,5,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"R",19500,"R",19500,"R",19500,"R",19500,"R",3400,"R",3706,"R",3706,"R",3706,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13567,"R",18576,"R",12040,"R",21500,"R",8299,"R",8063,"R",6837,"R",7052,"R",3773,"R",4139,"R",3118,"R",3182,"12.0401","R",20800,"R",5886,"R",1600,1,"R",12,"12.0402","R",19500,"R",3706,"R",1500,1,"R",11,"12.0413","R",13000,"R",3706,"R",1000,1,"R",8,"12.0413","R",6500,"R",3706,"R",500,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
483337,2,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"R",15900,"R",16324,"R",16324,"R",16500,"R",2500,"R",2226,"R",2226,"R",2544,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12889,"R",14384,"R",13911,"R",15265,"R",6257,"R",6332,"R",8428,"R",6289,"R",3214,"R",4569,"R",2720,"R",3397,"12.0413","R",5500,"R",652,"R",750,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
483346,7,"12.0409","A",.,"A",.,"R",300,1,"R",3,"R",10,"R",900,"R",30,"R",4400,"R",4400,"R",5075,"R",5275,"R",650,"R",650,"R",650,"R",650,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4080,"R",4080,"R",3365,"R",3365,"R",788,"R",788,"R",733,"R",733,"R",788,"R",788,"R",840,"R",698,"12.0401","R",19200,"R",1250,"R",1250,1,"R",11,"12.0410","R",5200,"R",550,"R",300,1,"R",3,"12.0413","R",7400,"R",350,"R",600,1,"R",5,"12.0402","R",19200,"R",1250,"R",1250,1,"R",11,"12.0499","R",5200,"R",550,"R",300,1,"R",3,
483355,4,"51.3901","A",.,"A",.,"R",85,2,"R",15,"R",60,"R",30,"R",30,"R",28600,"R",28600,"R",29000,"R",29000,"R",1754,"R",1754,"R",1754,"R",1754,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15000,"R",15000,"R",15000,"R",15000,"R",6000,"R",6000,"R",6000,"R",6000,"R",6000,"R",6000,"R",6000,"R",6000,"51.0801","R",14050,"R",103,"R",39,2,"R",8,"51.0710","R",14050,"R",83,"R",39,2,"R",8,"51.0601","R",14050,"R",83,"R",38,2,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
483364,4,"51.0801","A",.,"A",.,"R",39,2,"R",8,"R",30,"R",30,"R",30,"R",13750,"R",13850,"R",14050,"R",14050,"R",30,"R",30,"R",30,"R",30,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7313,"R",7313,"R",7313,"R",7313,"R",3743,"R",3743,"R",3743,"R",3743,"R",3743,"R",3743,"R",3743,"R",3743,"51.3901","R",29000,"R",1278,"R",84,2,"R",16,"51.0601","R",14050,"R",20,"R",37,2,"R",8,"51.0710","R",14050,"R",20,"R",39,2,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
483373,5,"51.3999","A",.,"A",.,"R",1560,1,"R",15,"R",60,"R",900,"R",52,"R",25918,"R",25918,"R",27918,"R",27918,"R",882,"R",882,"R",2810,"R",2810,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",22965,"R",27630,"R",27630,"R",28755,"R",7080,"R",7725,"R",7725,"R",7935,"R",7275,"R",6930,"R",6930,"R",7125,"51.0910","R",24980,"R",8414,"R",99,2,"R",29,"51.0801","R",11975,"R",1385,"R",800,1,"R",7,"51.0714","R",14308,"R",3266,"R",43,2,"R",9,"51.3899","R",19990,"R",0,"R",120,2,"R",26,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
483382,10,"14.1001","A",.,"A",.,"R",600,1,"R",5,"R",20,"R",900,"R",30,"R",10680,"R",10680,"R",11230,"R",11230,"R",2270,"R",2270,"R",2270,"R",2270,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6065,"R",6190,"R",6365,"R",6785,"R",5380,"R",5715,"R",5875,"R",6260,"R",5380,"R",5715,"R",5875,"R",6260,"14.1001","R",11230,"R",2270,"R",600,1,"R",7,"15.0501","R",11230,"R",2270,"R",600,1,"R",5,"15.0501","R",11230,"R",2270,"R",600,1,"R",7,"14.1001","R",11230,"R",2270,"R",600,1,"R",10,"14.1001","R",11500,"R",500,"R",600,1,"R",7,
483425,4,"12.0401","A",.,"A",.,"R",1500,1,"R",10,"R",40,"R",1000,"R",27,"R",13350,"R",13620,"R",13995,"R",14415,"R",1644,"R",1644,"R",1644,"R",1772,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10610,"R",10610,"R",10610,"R",10610,"R",5850,"R",5850,"R",5850,"R",5850,"R",3840,"R",3840,"R",3840,"R",3840,"12.0409","R",8850,"R",1612,"R",700,1,"R",8,"12.0413","R",2225,"R",250,"R",800,1,"R",11,"12.0401","R",14415,"R",1772,"R",1501,1,"R",10,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
483443,7,"52.0407","A",.,"A",.,"R",900,1,"R",13,"R",50,"R",900,"R",50,"R",9805,"R",9905,"R",9905,"R",9905,"R",2075,"R",2075,"R",2075,"R",2075,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",18200,"R",18200,"R",18200,"R",18200,"R",2725,"R",2725,"R",2725,"R",2725,"R",2725,"R",2725,"R",2725,"R",2725,"11.1006","R",11050,"R",2930,"R",900,1,"R",12,"11.1001","R",11030,"R",2950,"R",900,1,"R",12,"11.0501","R",12230,"R",3750,"R",1200,1,"R",17,"51.0716","R",12115,"R",3865,"R",1200,1,"R",17,"51.0713","R",16180,"R",3800,"R",1350,1,"R",19,
483470,4,"51.0710","A",.,"A",.,"R",900,1,"R",11,"R",45,"R",900,"R",45,"R",6782,"R",13564,"R",13764,"R",15764,"R",150,"R",150,"R",150,"R",150,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13309,"R",17190,"R",14063,"R",14063,"R",7189,"R",4275,"R",8775,"R",8775,"R",3938,"R",2329,"R",5153,"R",5153,"51.0713","R",13580,"R",150,"R",720,1,"R",8,"11.0601","R",13580,"R",300,"R",720,1,"R",8,"51.3902","R",15764,"R",150,"R",900,1,"R",11,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
483513,3,"12.0402","A",.,"A",.,"R",1000,1,"R",8,"R",33,"R",900,"R",30,"R",12390,"R",13900,"R",13900,"R",13900,"R",1260,"R",1460,"R",1460,"R",1460,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8786,"R",8786,"R",8786,"R",8786,"R",7483,"R",7483,"R",7483,"R",7483,"R",5016,"R",5016,"R",5016,"R",5016,"12.0401","R",11635,"R",1300,"R",1000,1,"R",8,"12.0402","R",3478,"R",1410,"R",300,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
483559,2,"12.0401","A",.,"A",.,"R",1000,1,"R",9,"R",34,"R",900,"R",30,"R",16125,"R",17100,"R",15000,"R",15000,"R",2518,"R",2618,"R",1126,"R",1126,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9257,"R",9257,"R",13957,"R",13957,"R",7888,"R",7888,"R",8007,"R",8007,"R",7931,"R",7888,"R",6979,"R",6979,"12.0402","R",15000,"R",1126,"R",1000,1,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
483577,4,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",10500,"R",13075,"R",13075,"R",13075,"R",1800,"R",2000,"R",2000,"R",2000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15000,"R",15625,"R",16250,"R",19500,"R",3125,"R",3438,"R",3750,"R",4500,"R",3063,"R",3188,"R",3250,"R",3900,"12.0409","R",7500,"R",1300,"R",750,1,"R",6,"12.0410","R",6300,"R",1100,"R",600,1,"R",6,"12.0413","R",3500,"R",950,"R",300,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
483708,6,"51.3999","A",.,"A",.,"R",125,1,"R",3,"R",10,"R",125,"R",10,"R",1300,"R",1300,"R",1400,"R",1400,"R",225,"R",225,"R",225,"R",225,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",1828,"R",1828,"R",1828,"R",1828,"R",1188,"R",1188,"R",1188,"R",1188,"R",500,"R",500,"R",500,"R",500,"51.3902","R",1800,"R",200,"R",120,1,"R",3,"51.0801","R",12500,"R",0,"R",900,1,"R",8,"51.0714","R",1900,"R",200,"R",94,1,"R",2,"51.0805","R",1900,"R",300,"R",120,1,"R",3,"51.0601","R",6500,"R",0,"R",900,1,"R",8,
483726,1,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",44,"R",900,"R",26,"R",14075,"R",16000,"R",16000,"R",17100,"R",1340,"R",1340,"R",1250,"R",1340,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13398,"R",13398,"R",15906,"R",15906,"R",7128,"R",7128,"R",6556,"R",6556,"R",5511,"R",5511,"R",7964,"R",3751,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
483735,2,"12.0401","A",.,"A",.,"R",1000,1,"R",8,"R",30,"R",900,"R",26,"R",16331,"R",16331,"R",16331,"R",14331,"R",2755,"R",2755,"R",2755,"R",2755,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10178,"R",10178,"R",14715,"R",16815,"R",5100,"R",5100,"R",4965,"R",4965,"R",4163,"R",4163,"R",4043,"R",4043,"12.0409","R",8790,"R",2297,"R",750,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
483744,1,"12.0402","A",.,"A",.,"R",1500,1,"R",10,"R",40,"R",900,"R",26,"R",14200,"R",14200,"R",14200,"R",14250,"R",825,"R",825,"R",825,"R",825,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7010,"R",7010,"R",7010,"R",7010,"R",5400,"R",5400,"R",5400,"R",5400,"R",4530,"R",4530,"R",4530,"R",4530,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
483753,1,"12.0402","A",.,"A",.,"R",1250,1,"R",11,"R",42,"R",900,"R",30,"R",17100,"R",17100,"R",18100,"R",18100,"R",1300,"R",1300,"R",1300,"R",1300,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9156,"R",9156,"R",9156,"R",9156,"R",6227,"R",6227,"R",6227,"R",6227,"R",5775,"R",5775,"R",5775,"R",5775,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
483799,1,"51.3501","A",.,"A",.,"R",800,1,"R",10,"R",40,"R",900,"R",26,"R",12925,"R",12975,"R",13450,"R",13450,"R",950,"R",950,"R",975,"R",975,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11220,"R",11470,"R",11710,"R",11910,"R",7310,"R",7470,"R",7760,"R",7760,"R",5110,"R",5230,"R",5440,"R",5440,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
483814,2,"51.3999","A",.,"A",.,"R",1350,1,"R",14,"R",54,"R",900,"R",36,"R",18045,"R",19741,"R",19741,"R",19741,"R",1180,"R",575,"R",575,"R",575,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",19022,"R",19022,"R",27405,"R",27405,"R",10922,"R",10922,"R",12380,"R",12380,"R",9464,"R",9464,"R",10827,"R",10827,"51.3801","R",25269,"R",1150,"R",70,2,"R",14,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
483823,6,"48.0508","A",.,"A",.,"R",900,1,"R",7,"R",26,"R",900,"R",26,"R",16800,"R",18200,"R",18200,"R",18200,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5941,"R",5200,"R",5200,"R",6052,"R",2737,"R",2977,"R",2977,"R",3614,"R",2737,"R",2977,"R",2977,"R",5187,"51.1012","R",23000,"R",0,"R",1100,1,"R",7,"47.0303","R",18200,"R",0,"R",900,1,"R",7,"46.0402","R",18200,"R",0,"R",900,1,"R",7,"47.0600","R",18200,"R",0,"R",900,1,"R",7,"46.0502","R",18200,"R",0,"R",900,1,"R",7,
